gs_text34,iso3,weight,age,sex
Diarrhea/Dysentery,YEM,0.3904359,0,1
Drowning,YEM,0.00008285,0,1
Encephalitis,YEM,0.00641558,0,1
Falls,YEM,0.0005635,0,1
Fires,YEM,0.00012469,0,1
Hemorrhagic fever,YEM,0.00002604,0,1
Malaria,YEM,0.06120746,0,1
Measles,YEM,0.00017877,0,1
Meningitis,YEM,0.01417455,0,1
Other Cancers,YEM,0.00656654,0,1
Other Cardiovascular Diseases,YEM,0.08787142,0,1
Other Defined Causes of Child Deaths,YEM,0.27187769,0,1
Other Digestive Diseases,YEM,0,0,1
Other Infectious Diseases,YEM,0.05965897,0,1
Pneumonia,YEM,0.0961899,0,1
Poisonings,YEM,0.00224347,0,1
Road Traffic,YEM,0.00062225,0,1
Sepsis,YEM,0.00161512,0,1
Violent Death,YEM,9.62E-06,0,1
AIDS,YEM,0.00091051,5,0
Bite of Venomous Animal,YEM,0.00008502,5,0
Diarrhea/Dysentery,YEM,0.03053028,5,0
Drowning,YEM,0.00258716,5,0
Encephalitis,YEM,0.00458362,5,0
Falls,YEM,0.00345425,5,0
Fires,YEM,0.0003253,5,0
Hemorrhagic fever,YEM,0.00041504,5,0
Malaria,YEM,0.12064171,5,0
Measles,YEM,0.00039987,5,0
Meningitis,YEM,0.01161861,5,0
Other Cancers,YEM,0.06103456,5,0
Other Cardiovascular Diseases,YEM,0.11064602,5,0
Other Defined Causes of Child Deaths,YEM,0.14664579,5,0
Other Digestive Diseases,YEM,0.01277008,5,0
Other Infectious Diseases,YEM,0.07696692,5,0
Pneumonia,YEM,0.39533189,5,0
Poisonings,YEM,0.00877048,5,0
Road Traffic,YEM,0.01056453,5,0
Sepsis,YEM,0.0016778,5,0
Violent Death,YEM,0.00004055,5,0
AIDS,YEM,0.00099735,5,1
Bite of Venomous Animal,YEM,0.00008134,5,1
Diarrhea/Dysentery,YEM,0.03173813,5,1
Drowning,YEM,0.00111356,5,1
Encephalitis,YEM,0.0051266,5,1
Falls,YEM,0.00248361,5,1
Fires,YEM,0.00042274,5,1
Hemorrhagic fever,YEM,0.00009678,5,1
Malaria,YEM,0.11333305,5,1
Measles,YEM,0.00050745,5,1
Meningitis,YEM,0.01299512,5,1
Other Cancers,YEM,0.05684995,5,1
Other Cardiovascular Diseases,YEM,0.12851043,5,1
Other Defined Causes of Child Deaths,YEM,0.15388667,5,1
Other Digestive Diseases,YEM,0.01047272,5,1
Other Infectious Diseases,YEM,0.07490419,5,1
Pneumonia,YEM,0.38672219,5,1
Poisonings,YEM,0.01099047,5,1
Road Traffic,YEM,0.0064105,5,1
Sepsis,YEM,0.00232463,5,1
Violent Death,YEM,0.00003253,5,1
AIDS,WSM,0,1,0
Bite of Venomous Animal,WSM,7.72E-06,1,0
Diarrhea/Dysentery,WSM,0.01751433,1,0
Drowning,WSM,0.00233655,1,0
Encephalitis,WSM,0.00029792,1,0
Falls,WSM,0.00318906,1,0
Fires,WSM,0.00074151,1,0
Hemorrhagic fever,WSM,0.00362087,1,0
Malaria,WSM,0,1,0
Measles,WSM,0.0195964,1,0
Meningitis,WSM,0.0159537,1,0
Other Cancers,WSM,0.08191882,1,0
Other Cardiovascular Diseases,WSM,0.06414815,1,0
Other Defined Causes of Child Deaths,WSM,0.48738153,1,0
Other Digestive Diseases,WSM,0.02787392,1,0
Other Infectious Diseases,WSM,0.15367164,1,0
Pneumonia,WSM,0.09707579,1,0
Poisonings,WSM,0.01801982,1,0
Road Traffic,WSM,0.00364189,1,0
Sepsis,WSM,0.002883,1,0
Violent Death,WSM,0.00012738,1,0
AIDS,WSM,0,1,1
Bite of Venomous Animal,WSM,7.82E-06,1,1
Diarrhea/Dysentery,WSM,0.02566565,1,1
Drowning,WSM,0.00329068,1,1
Encephalitis,WSM,0.00039358,1,1
Falls,WSM,0.0025553,1,1
Fires,WSM,0.00316951,1,1
Hemorrhagic fever,WSM,0.00695263,1,1
Malaria,WSM,0,1,1
Measles,WSM,0.02571372,1,1
Meningitis,WSM,0.02107575,1,1
Other Cancers,WSM,0.13305858,1,1
Other Cardiovascular Diseases,WSM,0.03798446,1,1
Other Defined Causes of Child Deaths,WSM,0.47281901,1,1
Other Digestive Diseases,WSM,0.03271986,1,1
Other Infectious Diseases,WSM,0.14008461,1,1
Pneumonia,WSM,0.08001148,1,1
Poisonings,WSM,0.00684227,1,1
Road Traffic,WSM,0.00293132,1,1
Sepsis,WSM,0.00459276,1,1
Violent Death,WSM,0.00013104,1,1
AIDS,WSM,0,10,0
Bite of Venomous Animal,WSM,9.33E-06,10,0
Diarrhea/Dysentery,WSM,0.01503641,10,0
Drowning,WSM,0.00632295,10,0
Encephalitis,WSM,0.00036848,10,0
Falls,WSM,0.00487574,10,0
Fires,WSM,0.00034902,10,0
Hemorrhagic fever,WSM,0.00313509,10,0
Malaria,WSM,0,10,0
Measles,WSM,0.00258271,10,0
Meningitis,WSM,0.01765252,10,0
Other Cancers,WSM,0.14323436,10,0
Other Cardiovascular Diseases,WSM,0.07899089,10,0
Other Defined Causes of Child Deaths,WSM,0.54641974,10,0
Other Digestive Diseases,WSM,0.02221922,10,0
Other Infectious Diseases,WSM,0.11136449,10,0
Pneumonia,WSM,0.02677758,10,0
Poisonings,WSM,0.01001061,10,0
Road Traffic,WSM,0.00785321,10,0
Sepsis,WSM,0.00235145,10,0
Violent Death,WSM,0.00044623,10,0
AIDS,WSM,0,10,1
Bite of Venomous Animal,WSM,0.00001158,10,1
Diarrhea/Dysentery,WSM,0.02174538,10,1
Drowning,WSM,0.00671804,10,1
Encephalitis,WSM,0.00049356,10,1
Falls,WSM,0.00278256,10,1
Fires,WSM,0.00146363,10,1
Hemorrhagic fever,WSM,0.00396997,10,1
Malaria,WSM,0,10,1
Measles,WSM,0.00347897,10,1
Meningitis,WSM,0.02364287,10,1
Other Cancers,WSM,0.19344813,10,1
Other Cardiovascular Diseases,WSM,0.05394113,10,1
Other Defined Causes of Child Deaths,WSM,0.50454606,10,1
Other Digestive Diseases,WSM,0.02737983,10,1
Other Infectious Diseases,WSM,0.10642132,10,1
Pneumonia,WSM,0.02832388,10,1
Poisonings,WSM,0.01139623,10,1
Road Traffic,WSM,0.00544871,10,1
Sepsis,WSM,0.00447652,10,1
Violent Death,WSM,0.00031163,10,1
AIDS,WSM,0,0,0
Bite of Venomous Animal,WSM,2.30E-06,0,0
Diarrhea/Dysentery,WSM,0.02808286,0,0
Drowning,WSM,0.00018788,0,0
Encephalitis,WSM,0.00026861,0,0
Falls,WSM,0.00158641,0,0
Fires,WSM,0.000119,0,0
Hemorrhagic fever,WSM,0.00157578,0,0
Malaria,WSM,0,0,0
Measles,WSM,0.0076917,0,0
Meningitis,WSM,0.01492247,0,0
Other Cancers,WSM,0.02174752,0,0
Other Cardiovascular Diseases,WSM,0.038511,0,0
Other Defined Causes of Child Deaths,WSM,0.54553636,0,0
Other Digestive Diseases,WSM,0,0,0
Other Infectious Diseases,WSM,0.25033865,0,0
Pneumonia,WSM,0.08288682,0,0
Poisonings,WSM,0.00349747,0,0
Road Traffic,WSM,0.00032796,0,0
Sepsis,WSM,0.00263916,0,0
Violent Death,WSM,0.00007804,0,0
AIDS,WSM,0,0,1
Bite of Venomous Animal,WSM,4.18E-06,0,1
Diarrhea/Dysentery,WSM,0.03777043,0,1
Drowning,WSM,0.00041158,0,1
Encephalitis,WSM,0.00025684,0,1
Falls,WSM,0.00111145,0,1
Fires,WSM,0.00072522,0,1
Hemorrhagic fever,WSM,0.00241,0,1
Malaria,WSM,0,0,1
Measles,WSM,0.00795046,0,1
Meningitis,WSM,0.01426748,0,1
Other Cancers,WSM,0.03942918,0,1
Other Cardiovascular Diseases,WSM,0.02862324,0,1
Other Defined Causes of Child Deaths,WSM,0.48198015,0,1
Other Digestive Diseases,WSM,0,0,1
Other Infectious Diseases,WSM,0.28317912,0,1
Pneumonia,WSM,0.09323331,0,1
Poisonings,WSM,0.00293133,0,1
Road Traffic,WSM,0.00076852,0,1
Sepsis,WSM,0.00485882,0,1
Violent Death,WSM,0.0000887,0,1
AIDS,WSM,0,5,0
Bite of Venomous Animal,WSM,0.00001214,5,0
Diarrhea/Dysentery,WSM,0.01144895,5,0
Drowning,WSM,0.00386314,5,0
Encephalitis,WSM,0.00038063,5,0
Falls,WSM,0.00367195,5,0
Fires,WSM,0.00041388,5,0
Hemorrhagic fever,WSM,0.00425044,5,0
Malaria,WSM,0,5,0
Measles,WSM,0.00772034,5,0
Meningitis,WSM,0.01833941,5,0
Other Cancers,WSM,0.15806493,5,0
Other Cardiovascular Diseases,WSM,0.1235389,5,0
Other Defined Causes of Child Deaths,WSM,0.44609781,5,0
Other Digestive Diseases,WSM,0.02321629,5,0
Other Infectious Diseases,WSM,0.14344862,5,0
Pneumonia,WSM,0.03814863,5,0
Poisonings,WSM,0.00998406,5,0
Road Traffic,WSM,0.00543201,5,0
Sepsis,WSM,0.00178035,5,0
Violent Death,WSM,0.0001875,5,0
AIDS,WSM,0,5,1
Bite of Venomous Animal,WSM,8.60E-06,5,1
Diarrhea/Dysentery,WSM,0.02259705,5,1
Drowning,WSM,0.00544824,5,1
Encephalitis,WSM,0.00047621,5,1
Falls,WSM,0.00276653,5,1
Fires,WSM,0.00238115,5,1
Hemorrhagic fever,WSM,0.0090182,5,1
Malaria,WSM,0,5,1
Measles,WSM,0.01140273,5,1
Meningitis,WSM,0.02294467,5,1
Other Cancers,WSM,0.19116397,5,1
Other Cardiovascular Diseases,WSM,0.08757588,5,1
Other Defined Causes of Child Deaths,WSM,0.42604583,5,1
Other Digestive Diseases,WSM,0.03830905,5,1
Other Infectious Diseases,WSM,0.12263365,5,1
Pneumonia,WSM,0.03961122,5,1
Poisonings,WSM,0.00886596,5,1
Road Traffic,WSM,0.00429415,5,1
Sepsis,WSM,0.00427341,5,1
Violent Death,WSM,0.00018351,5,1
AIDS,VUT,0,1,0
Bite of Venomous Animal,VUT,0.00001138,1,0
Diarrhea/Dysentery,VUT,0.10752923,1,0
Drowning,VUT,0.00202227,1,0
Encephalitis,VUT,0.00042157,1,0
Falls,VUT,0.00341986,1,0
Fires,VUT,0.00064237,1,0
Hemorrhagic fever,VUT,0.00094511,1,0
Malaria,VUT,0.02116287,1,0
Measles,VUT,0.00248018,1,0
Meningitis,VUT,0.02257465,1,0
Other Cancers,VUT,0.0978288,1,0
Other Cardiovascular Diseases,VUT,0.06254499,1,0
Other Defined Causes of Child Deaths,VUT,0.35855364,1,0
Other Digestive Diseases,VUT,0.03156943,1,0
Other Infectious Diseases,VUT,0.12177581,1,0
Pneumonia,VUT,0.1369983,1,0
Poisonings,VUT,0.02245203,1,0
Road Traffic,VUT,0.00364266,1,0
Sepsis,VUT,0.0032882,1,0
Violent Death,VUT,0.00013664,1,0
AIDS,VUT,0,1,1
Bite of Venomous Animal,VUT,0.00001958,1,1
Diarrhea/Dysentery,VUT,0.11537328,1,1
Drowning,VUT,0.00281053,1,1
Encephalitis,VUT,0.00063173,1,1
Falls,VUT,0.00271567,1,1
Fires,VUT,0.00302921,1,1
Hemorrhagic fever,VUT,0.0020989,1,1
Malaria,VUT,0.01012736,1,1
Measles,VUT,0.00317688,1,1
Meningitis,VUT,0.03382826,1,1
Other Cancers,VUT,0.0901829,1,1
Other Cardiovascular Diseases,VUT,0.04715092,1,1
Other Defined Causes of Child Deaths,VUT,0.40958811,1,1
Other Digestive Diseases,VUT,0.03834815,1,1
Other Infectious Diseases,VUT,0.11541025,1,1
Pneumonia,VUT,0.1090981,1,1
Poisonings,VUT,0.00810661,1,1
Road Traffic,VUT,0.00299319,1,1
Sepsis,VUT,0.00517228,1,1
Violent Death,VUT,0.0001381,1,1
AIDS,VUT,0,10,0
Bite of Venomous Animal,VUT,0.00001242,10,0
Diarrhea/Dysentery,VUT,0.04666731,10,0
Drowning,VUT,0.00682637,10,0
Encephalitis,VUT,0.00073473,10,0
Falls,VUT,0.0051094,10,0
Fires,VUT,0.0003527,10,0
Hemorrhagic fever,VUT,0.00095056,10,0
Malaria,VUT,0.02110334,10,0
Measles,VUT,0.00033882,10,0
Meningitis,VUT,0.03519887,10,0
Other Cancers,VUT,0.17262647,10,0
Other Cardiovascular Diseases,VUT,0.12206419,10,0
Other Defined Causes of Child Deaths,VUT,0.35389736,10,0
Other Digestive Diseases,VUT,0.03584152,10,0
Other Infectious Diseases,VUT,0.13803527,10,0
Pneumonia,VUT,0.03270975,10,0
Poisonings,VUT,0.01371437,10,0
Road Traffic,VUT,0.00980694,10,0
Sepsis,VUT,0.00369556,10,0
Violent Death,VUT,0.00031404,10,0
AIDS,VUT,0,10,1
Bite of Venomous Animal,VUT,0.00001955,10,1
Diarrhea/Dysentery,VUT,0.04281624,10,1
Drowning,VUT,0.00626518,10,1
Encephalitis,VUT,0.0011452,10,1
Falls,VUT,0.00255392,10,1
Fires,VUT,0.0014717,10,1
Hemorrhagic fever,VUT,0.00110534,10,1
Malaria,VUT,0.01444348,10,1
Measles,VUT,0.00036165,10,1
Meningitis,VUT,0.0548616,10,1
Other Cancers,VUT,0.19251468,10,1
Other Cardiovascular Diseases,VUT,0.10547676,10,1
Other Defined Causes of Child Deaths,VUT,0.32930845,10,1
Other Digestive Diseases,VUT,0.04593531,10,1
Other Infectious Diseases,VUT,0.14148063,10,1
Pneumonia,VUT,0.03275028,10,1
Poisonings,VUT,0.0128935,10,1
Road Traffic,VUT,0.00766968,10,1
Sepsis,VUT,0.00667282,10,1
Violent Death,VUT,0.00025405,10,1
AIDS,VUT,0,0,0
Bite of Venomous Animal,VUT,2.41E-06,0,0
Diarrhea/Dysentery,VUT,0.16103619,0,0
Drowning,VUT,0.00017509,0,0
Encephalitis,VUT,0.00062396,0,0
Falls,VUT,0.00159404,0,0
Fires,VUT,0.00009839,0,0
Hemorrhagic fever,VUT,0.00042212,0,0
Malaria,VUT,0.0113859,0,0
Measles,VUT,0.00078313,0,0
Meningitis,VUT,0.03466126,0,0
Other Cancers,VUT,0.02172654,0,0
Other Cardiovascular Diseases,VUT,0.06752718,0,0
Other Defined Causes of Child Deaths,VUT,0.38418079,0,0
Other Digestive Diseases,VUT,0,0,0
Other Infectious Diseases,VUT,0.138508,0,0
Pneumonia,VUT,0.1692073,0,0
Poisonings,VUT,0.00379085,0,0
Road Traffic,VUT,0.00035496,0,0
Sepsis,VUT,0.00385039,0,0
Violent Death,VUT,0.00007149,0,0
AIDS,VUT,0,0,1
Bite of Venomous Animal,VUT,8.53E-06,0,1
Diarrhea/Dysentery,VUT,0.15584088,0,1
Drowning,VUT,0.00036776,0,1
Encephalitis,VUT,0.00062727,0,1
Falls,VUT,0.00114268,0,1
Fires,VUT,0.00070467,0,1
Hemorrhagic fever,VUT,0.00066424,0,1
Malaria,VUT,0.00555584,0,1
Measles,VUT,0.00081994,0,1
Meningitis,VUT,0.03484749,0,1
Other Cancers,VUT,0.03260895,0,1
Other Cardiovascular Diseases,VUT,0.05232653,0,1
Other Defined Causes of Child Deaths,VUT,0.36379145,0,1
Other Digestive Diseases,VUT,0,0,1
Other Infectious Diseases,VUT,0.16470187,0,1
Pneumonia,VUT,0.17474038,0,1
Poisonings,VUT,0.00312067,0,1
Road Traffic,VUT,0.00109398,0,1
Sepsis,VUT,0.0069567,0,1
Violent Death,VUT,0.00008016,0,1
AIDS,VUT,0,5,0
Bite of Venomous Animal,VUT,0.00001764,5,0
Diarrhea/Dysentery,VUT,0.03750494,5,0
Drowning,VUT,0.00413642,5,0
Encephalitis,VUT,0.00067208,5,0
Falls,VUT,0.00370404,5,0
Fires,VUT,0.00041961,5,0
Hemorrhagic fever,VUT,0.00131399,5,0
Malaria,VUT,0.01826683,5,0
Measles,VUT,0.00107065,5,0
Meningitis,VUT,0.03238381,5,0
Other Cancers,VUT,0.18399885,5,0
Other Cardiovascular Diseases,VUT,0.1725679,5,0
Other Defined Causes of Child Deaths,VUT,0.2595664,5,0
Other Digestive Diseases,VUT,0.03549677,5,0
Other Infectious Diseases,VUT,0.1771522,5,0
Pneumonia,VUT,0.047554,5,0
Poisonings,VUT,0.01345779,5,0
Road Traffic,VUT,0.00777731,5,0
Sepsis,VUT,0.0027385,5,0
Violent Death,VUT,0.00020027,5,0
AIDS,VUT,0,5,1
Bite of Venomous Animal,VUT,0.00001589,5,1
Diarrhea/Dysentery,VUT,0.04532535,5,1
Drowning,VUT,0.00585144,5,1
Encephalitis,VUT,0.00082758,5,1
Falls,VUT,0.00296465,5,1
Fires,VUT,0.00264101,5,1
Hemorrhagic fever,VUT,0.00286919,5,1
Malaria,VUT,0.01694902,5,1
Measles,VUT,0.00155309,5,1
Meningitis,VUT,0.03987617,5,1
Other Cancers,VUT,0.16908039,5,1
Other Cardiovascular Diseases,VUT,0.13962285,5,1
Other Defined Causes of Child Deaths,VUT,0.27068599,5,1
Other Digestive Diseases,VUT,0.05636141,5,1
Other Infectious Diseases,VUT,0.1703961,5,1
Pneumonia,VUT,0.04994213,5,1
Poisonings,VUT,0.01204839,5,1
Road Traffic,VUT,0.00716757,5,1
Sepsis,VUT,0.00559496,5,1
Violent Death,VUT,0.00022681,5,1
AIDS,VNM,0.06826477,1,0
Bite of Venomous Animal,VNM,0.00009024,1,0
Diarrhea/Dysentery,VNM,0.04498565,1,0
Drowning,VNM,0.03046208,1,0
Encephalitis,VNM,0.0044409,1,0
Falls,VNM,0.0058822,1,0
Fires,VNM,0.00055942,1,0
Hemorrhagic fever,VNM,0.0078,1,0
Malaria,VNM,0.00342601,1,0
Measles,VNM,0.02735725,1,0
Meningitis,VNM,0.02861453,1,0
Other Cancers,VNM,0.08645462,1,0
Other Cardiovascular Diseases,VNM,0.0559846,1,0
Other Defined Causes of Child Deaths,VNM,0.25785796,1,0
Other Digestive Diseases,VNM,0.03542028,1,0
Other Infectious Diseases,VNM,0.20085035,1,0
Pneumonia,VNM,0.1209241,1,0
Poisonings,VNM,0.0084993,1,0
Road Traffic,VNM,0.00547758,1,0
Sepsis,VNM,0.00646724,1,0
Violent Death,VNM,0.00018093,1,0
AIDS,VNM,0.07758728,1,1
Bite of Venomous Animal,VNM,0.00010969,1,1
Diarrhea/Dysentery,VNM,0.04658755,1,1
Drowning,VNM,0.01824014,1,1
Encephalitis,VNM,0.00222365,1,1
Falls,VNM,0.01267824,1,1
Fires,VNM,0.00116762,1,1
Hemorrhagic fever,VNM,0.00869508,1,1
Malaria,VNM,0.00439808,1,1
Measles,VNM,0.03424374,1,1
Meningitis,VNM,0.01432815,1,1
Other Cancers,VNM,0.0732961,1,1
Other Cardiovascular Diseases,VNM,0.03294073,1,1
Other Defined Causes of Child Deaths,VNM,0.26105533,1,1
Other Digestive Diseases,VNM,0.05106811,1,1
Other Infectious Diseases,VNM,0.2020305,1,1
Pneumonia,VNM,0.13823384,1,1
Poisonings,VNM,0.00797567,1,1
Road Traffic,VNM,0.00391494,1,1
Sepsis,VNM,0.00909112,1,1
Violent Death,VNM,0.00013443,1,1
AIDS,VNM,0.00966444,10,0
Bite of Venomous Animal,VNM,0.00023379,10,0
Diarrhea/Dysentery,VNM,0.01442845,10,0
Drowning,VNM,0.01899987,10,0
Encephalitis,VNM,0.00286598,10,0
Falls,VNM,0.00672943,10,0
Fires,VNM,0.0002777,10,0
Hemorrhagic fever,VNM,0.01083671,10,0
Malaria,VNM,0.01421209,10,0
Measles,VNM,0.00337255,10,0
Meningitis,VNM,0.01344913,10,0
Other Cancers,VNM,0.2608002,10,0
Other Cardiovascular Diseases,VNM,0.0675987,10,0
Other Defined Causes of Child Deaths,VNM,0.25728438,10,0
Other Digestive Diseases,VNM,0.0116038,10,0
Other Infectious Diseases,VNM,0.25156587,10,0
Pneumonia,VNM,0.03019087,10,0
Poisonings,VNM,0.00443627,10,0
Road Traffic,VNM,0.01568105,10,0
Sepsis,VNM,0.00548565,10,0
Violent Death,VNM,0.00028306,10,0
AIDS,VNM,0.012278,10,1
Bite of Venomous Animal,VNM,0.00014246,10,1
Diarrhea/Dysentery,VNM,0.0245075,10,1
Drowning,VNM,0.01490498,10,1
Encephalitis,VNM,0.00395015,10,1
Falls,VNM,0.00558817,10,1
Fires,VNM,0.00058409,10,1
Hemorrhagic fever,VNM,0.00602779,10,1
Malaria,VNM,0.01988433,10,1
Measles,VNM,0.00491736,10,1
Meningitis,VNM,0.0185369,10,1
Other Cancers,VNM,0.25848998,10,1
Other Cardiovascular Diseases,VNM,0.06821429,10,1
Other Defined Causes of Child Deaths,VNM,0.23477944,10,1
Other Digestive Diseases,VNM,0.03902632,10,1
Other Infectious Diseases,VNM,0.23693144,10,1
Pneumonia,VNM,0.02884857,10,1
Poisonings,VNM,0.00749455,10,1
Road Traffic,VNM,0.00866333,10,1
Sepsis,VNM,0.00601411,10,1
Violent Death,VNM,0.00021624,10,1
AIDS,VNM,0.0197154,0,0
Bite of Venomous Animal,VNM,0.00002024,0,0
Diarrhea/Dysentery,VNM,0.04288563,0,0
Drowning,VNM,0.0027348,0,0
Encephalitis,VNM,0.00320394,0,0
Falls,VNM,0.00200838,0,0
Fires,VNM,0.00017018,0,0
Hemorrhagic fever,VNM,0.00435597,0,0
Malaria,VNM,0.00214055,0,0
Measles,VNM,0.01378698,0,0
Meningitis,VNM,0.0215035,0,0
Other Cancers,VNM,0.02343422,0,0
Other Cardiovascular Diseases,VNM,0.05974754,0,0
Other Defined Causes of Child Deaths,VNM,0.28604712,0,0
Other Digestive Diseases,VNM,0,0,0
Other Infectious Diseases,VNM,0.23335358,0,0
Pneumonia,VNM,0.27200974,0,0
Poisonings,VNM,0.00126295,0,0
Road Traffic,VNM,0.0005949,0,0
Sepsis,VNM,0.01094843,0,0
Violent Death,VNM,0.00007596,0,0
AIDS,VNM,0.02283945,0,1
Bite of Venomous Animal,VNM,0.00001691,0,1
Diarrhea/Dysentery,VNM,0.06303266,0,1
Drowning,VNM,0.00218243,0,1
Encephalitis,VNM,0.00216018,0,1
Falls,VNM,0.00306795,0,1
Fires,VNM,0.00089629,0,1
Hemorrhagic fever,VNM,0.00349663,0,1
Malaria,VNM,0.00318885,0,1
Measles,VNM,0.01589783,0,1
Meningitis,VNM,0.01449798,0,1
Other Cancers,VNM,0.0219589,0,1
Other Cardiovascular Diseases,VNM,0.0236148,0,1
Other Defined Causes of Child Deaths,VNM,0.30692997,0,1
Other Digestive Diseases,VNM,0,0,1
Other Infectious Diseases,VNM,0.24415443,0,1
Pneumonia,VNM,0.26064231,0,1
Poisonings,VNM,0.00159155,0,1
Road Traffic,VNM,0.0005484,0,1
Sepsis,VNM,0.00922976,0,1
Violent Death,VNM,0.00005272,0,1
AIDS,VNM,0.01841107,5,0
Bite of Venomous Animal,VNM,0.00025942,5,0
Diarrhea/Dysentery,VNM,0.02359603,5,0
Drowning,VNM,0.02243585,5,0
Encephalitis,VNM,0.00290507,5,0
Falls,VNM,0.00591159,5,0
Fires,VNM,0.00034784,5,0
Hemorrhagic fever,VNM,0.01182304,5,0
Malaria,VNM,0.01324089,5,0
Measles,VNM,0.0116732,5,0
Meningitis,VNM,0.01593764,5,0
Other Cancers,VNM,0.23397933,5,0
Other Cardiovascular Diseases,VNM,0.05705694,5,0
Other Defined Causes of Child Deaths,VNM,0.19024133,5,0
Other Digestive Diseases,VNM,0.01280014,5,0
Other Infectious Diseases,VNM,0.31483767,5,0
Pneumonia,VNM,0.04385668,5,0
Poisonings,VNM,0.00332868,5,0
Road Traffic,VNM,0.0132336,5,0
Sepsis,VNM,0.0039122,5,0
Violent Death,VNM,0.00021179,5,0
AIDS,VNM,0.02018297,5,1
Bite of Venomous Animal,VNM,0.0002782,5,1
Diarrhea/Dysentery,VNM,0.0365294,5,1
Drowning,VNM,0.01644369,5,1
Encephalitis,VNM,0.00312347,5,1
Falls,VNM,0.00668239,5,1
Fires,VNM,0.00079972,5,1
Hemorrhagic fever,VNM,0.01485462,5,1
Malaria,VNM,0.02114014,5,1
Measles,VNM,0.01464559,5,1
Meningitis,VNM,0.01713593,5,1
Other Cancers,VNM,0.21969681,5,1
Other Cardiovascular Diseases,VNM,0.04585296,5,1
Other Defined Causes of Child Deaths,VNM,0.18439232,5,1
Other Digestive Diseases,VNM,0.04040745,5,1
Other Infectious Diseases,VNM,0.29521895,5,1
Pneumonia,VNM,0.04560474,5,1
Poisonings,VNM,0.00477869,5,1
Road Traffic,VNM,0.00720324,5,1
Sepsis,VNM,0.00486864,5,1
Violent Death,VNM,0.00016007,5,1
AIDS,VEN,0.14936748,1,0
Bite of Venomous Animal,VEN,0.00009507,1,0
Diarrhea/Dysentery,VEN,0.15675855,1,0
Drowning,VEN,0.00594303,1,0
Encephalitis,VEN,0.00115689,1,0
Falls,VEN,0.00555474,1,0
Fires,VEN,0.00068015,1,0
Hemorrhagic fever,VEN,0.00128494,1,0
Malaria,VEN,0.0010319,1,0
Measles,VEN,0.00077669,1,0
Meningitis,VEN,0.01475263,1,0
Other Cancers,VEN,0.11522487,1,0
Other Cardiovascular Diseases,VEN,0.02652869,1,0
Other Defined Causes of Child Deaths,VEN,0.27469918,1,0
Other Digestive Diseases,VEN,0.01343797,1,0
Other Infectious Diseases,VEN,0.10672981,1,0
Pneumonia,VEN,0.10934703,1,0
Poisonings,VEN,0.00489257,1,0
Road Traffic,VEN,0.01086271,1,0
Sepsis,VEN,0.0002476,1,0
Violent Death,VEN,0.0006275,1,0
AIDS,VEN,0.16222806,1,1
Bite of Venomous Animal,VEN,0.00003231,1,1
Diarrhea/Dysentery,VEN,0.1590836,1,1
Drowning,VEN,0.00431085,1,1
Encephalitis,VEN,0.00105982,1,1
Falls,VEN,0.00372947,1,1
Fires,VEN,0.00045002,1,1
Hemorrhagic fever,VEN,0.00102616,1,1
Malaria,VEN,0.00081003,1,1
Measles,VEN,0.00079302,1,1
Meningitis,VEN,0.01351565,1,1
Other Cancers,VEN,0.09808335,1,1
Other Cardiovascular Diseases,VEN,0.02713211,1,1
Other Defined Causes of Child Deaths,VEN,0.29350219,1,1
Other Digestive Diseases,VEN,0.01119649,1,1
Other Infectious Diseases,VEN,0.10104176,1,1
Pneumonia,VEN,0.10727814,1,1
Poisonings,VEN,0.00546502,1,1
Road Traffic,VEN,0.00824,1,1
Sepsis,VEN,0.00042948,1,1
Violent Death,VEN,0.00059247,1,1
AIDS,VEN,0.22652009,10,0
Bite of Venomous Animal,VEN,0.00013496,10,0
Diarrhea/Dysentery,VEN,0.01240165,10,0
Drowning,VEN,0.00898186,10,0
Encephalitis,VEN,0.0011552,10,0
Falls,VEN,0.01064584,10,0
Fires,VEN,0.00026831,10,0
Hemorrhagic fever,VEN,0.00161058,10,0
Malaria,VEN,0.00106793,10,0
Measles,VEN,0.00016769,10,0
Meningitis,VEN,0.01097166,10,0
Other Cancers,VEN,0.23376146,10,0
Other Cardiovascular Diseases,VEN,0.06481353,10,0
Other Defined Causes of Child Deaths,VEN,0.27721414,10,0
Other Digestive Diseases,VEN,0.0138834,10,0
Other Infectious Diseases,VEN,0.06227511,10,0
Pneumonia,VEN,0.03710315,10,0
Poisonings,VEN,0.00257848,10,0
Road Traffic,VEN,0.03108772,10,0
Sepsis,VEN,0.00048696,10,0
Violent Death,VEN,0.00287028,10,0
AIDS,VEN,0.27400335,10,1
Bite of Venomous Animal,VEN,0.0000367,10,1
Diarrhea/Dysentery,VEN,0.01194556,10,1
Drowning,VEN,0.00385711,10,1
Encephalitis,VEN,0.00115308,10,1
Falls,VEN,0.00296127,10,1
Fires,VEN,0.00021354,10,1
Hemorrhagic fever,VEN,0.00142106,10,1
Malaria,VEN,0.00120483,10,1
Measles,VEN,0.00017283,10,1
Meningitis,VEN,0.01095233,10,1
Other Cancers,VEN,0.23190211,10,1
Other Cardiovascular Diseases,VEN,0.07467067,10,1
Other Defined Causes of Child Deaths,VEN,0.25098478,10,1
