gs_text34,iso3,weight,age,sex
Other Cardiovascular Diseases,IRL,0.03599781,1,1
Other Defined Causes of Child Deaths,IRL,0.4936426,1,1
Other Digestive Diseases,IRL,0.01510378,1,1
Other Infectious Diseases,IRL,0.06129268,1,1
Pneumonia,IRL,0.02771098,1,1
Poisonings,IRL,0.01123365,1,1
Road Traffic,IRL,0.01264784,1,1
Sepsis,IRL,0.00190356,1,1
Violent Death,IRL,0.00015423,1,1
AIDS,IRL,0.00519754,10,0
Bite of Venomous Animal,IRL,0.00002433,10,0
Diarrhea/Dysentery,IRL,0.00295516,10,0
Drowning,IRL,0.00422605,10,0
Encephalitis,IRL,0.00176597,10,0
Falls,IRL,0.00861084,10,0
Fires,IRL,0.00049183,10,0
Hemorrhagic fever,IRL,0.00215422,10,0
Malaria,IRL,0,10,0
Measles,IRL,0.00096557,10,0
Meningitis,IRL,0.01035702,10,0
Other Cancers,IRL,0.34170277,10,0
Other Cardiovascular Diseases,IRL,0.0660532,10,0
Other Defined Causes of Child Deaths,IRL,0.45123237,10,0
Other Digestive Diseases,IRL,0.01146581,10,0
Other Infectious Diseases,IRL,0.02902633,10,0
Pneumonia,IRL,0.0168546,10,0
Poisonings,IRL,0.0188582,10,0
Road Traffic,IRL,0.02717393,10,0
Sepsis,IRL,0.00078171,10,0
Violent Death,IRL,0.00010255,10,0
AIDS,IRL,0.00458012,10,1
Bite of Venomous Animal,IRL,0.00001716,10,1
Diarrhea/Dysentery,IRL,0.00346599,10,1
Drowning,IRL,0.00133397,10,1
Encephalitis,IRL,0.00183266,10,1
Falls,IRL,0.00736733,10,1
Fires,IRL,0.0004571,10,1
Hemorrhagic fever,IRL,0.00867091,10,1
Malaria,IRL,0,10,1
Measles,IRL,0.00079445,10,1
Meningitis,IRL,0.01074844,10,1
Other Cancers,IRL,0.38026717,10,1
Other Cardiovascular Diseases,IRL,0.06421838,10,1
Other Defined Causes of Child Deaths,IRL,0.41498663,10,1
Other Digestive Diseases,IRL,0.01272873,10,1
Other Infectious Diseases,IRL,0.03224115,10,1
Pneumonia,IRL,0.0174931,10,1
Poisonings,IRL,0.01953319,10,1
Road Traffic,IRL,0.01811205,10,1
Sepsis,IRL,0.00107432,10,1
Violent Death,IRL,0.00007715,10,1
AIDS,IRL,0.0016235,0,0
Bite of Venomous Animal,IRL,3.90E-06,0,0
Diarrhea/Dysentery,IRL,0.00702671,0,0
Drowning,IRL,0.00008063,0,0
Encephalitis,IRL,0.00074044,0,0
Falls,IRL,0.00057811,0,0
Fires,IRL,0.00011504,0,0
Hemorrhagic fever,IRL,0.00104518,0,0
Malaria,IRL,0,0,0
Measles,IRL,0.0001609,0,0
Meningitis,IRL,0.00843916,0,0
Other Cancers,IRL,0.01241917,0,0
Other Cardiovascular Diseases,IRL,0.01344722,0,0
Other Defined Causes of Child Deaths,IRL,0.88692412,0,0
Other Digestive Diseases,IRL,0,0,0
Other Infectious Diseases,IRL,0.04954762,0,0
Pneumonia,IRL,0.01573379,0,0
Poisonings,IRL,0.00112381,0,0
Road Traffic,IRL,0.00042161,0,0
Sepsis,IRL,0.00053834,0,0
Violent Death,IRL,0.00003076,0,0
AIDS,IRL,0.00131868,0,1
Bite of Venomous Animal,IRL,3.48E-06,0,1
Diarrhea/Dysentery,IRL,0.01217239,0,1
Drowning,IRL,0.00002818,0,1
Encephalitis,IRL,0.00072436,0,1
Falls,IRL,0.00046133,0,1
Fires,IRL,0.00012166,0,1
Hemorrhagic fever,IRL,0.00393373,0,1
Malaria,IRL,0,0,1
Measles,IRL,0.00012895,0,1
Meningitis,IRL,0.00825672,0,1
Other Cancers,IRL,0.01140651,0,1
Other Cardiovascular Diseases,IRL,0.01207389,0,1
Other Defined Causes of Child Deaths,IRL,0.87286787,0,1
Other Digestive Diseases,IRL,0,0,1
Other Infectious Diseases,IRL,0.05034843,0,1
Pneumonia,IRL,0.02332122,0,1
Poisonings,IRL,0.00110072,0,1
Road Traffic,IRL,0.00062153,0,1
Sepsis,IRL,0.00108377,0,1
Violent Death,IRL,0.00002657,0,1
AIDS,IRL,0.005623,5,0
Bite of Venomous Animal,IRL,0.00003502,5,0
Diarrhea/Dysentery,IRL,0.00253384,5,0
Drowning,IRL,0.00313909,5,0
Encephalitis,IRL,0.00164388,5,0
Falls,IRL,0.0062947,5,0
Fires,IRL,0.00099509,5,0
Hemorrhagic fever,IRL,0.00426716,5,0
Malaria,IRL,0,5,0
Measles,IRL,0.0006948,5,0
Meningitis,IRL,0.01302888,5,0
Other Cancers,IRL,0.51623562,5,0
Other Cardiovascular Diseases,IRL,0.05333382,5,0
Other Defined Causes of Child Deaths,IRL,0.30498985,5,0
Other Digestive Diseases,IRL,0.01330135,5,0
Other Infectious Diseases,IRL,0.03002974,5,0
Pneumonia,IRL,0.01833236,5,0
Poisonings,IRL,0.00812059,5,0
Road Traffic,IRL,0.01621104,5,0
Sepsis,IRL,0.00091681,5,0
Violent Death,IRL,0.00027334,5,0
AIDS,IRL,0.00521402,5,1
Bite of Venomous Animal,IRL,0.00001685,5,1
Diarrhea/Dysentery,IRL,0.00473968,5,1
Drowning,IRL,0.00127435,5,1
Encephalitis,IRL,0.00144039,5,1
Falls,IRL,0.00589116,5,1
Fires,IRL,0.00119327,5,1
Hemorrhagic fever,IRL,0.02213116,5,1
Malaria,IRL,0,5,1
Measles,IRL,0.00116141,5,1
Meningitis,IRL,0.01141627,5,1
Other Cancers,IRL,0.45837275,5,1
Other Cardiovascular Diseases,IRL,0.04191845,5,1
Other Defined Causes of Child Deaths,IRL,0.3566319,5,1
Other Digestive Diseases,IRL,0.01110957,5,1
Other Infectious Diseases,IRL,0.03720817,5,1
Pneumonia,IRL,0.01630388,5,1
Poisonings,IRL,0.00878485,5,1
Road Traffic,IRL,0.01315464,5,1
Sepsis,IRL,0.00169194,5,1
Violent Death,IRL,0.00034531,5,1
AIDS,IND,0.01826267,1,0
Bite of Venomous Animal,IND,0.0001127,1,0
Diarrhea/Dysentery,IND,0.19255375,1,0
Drowning,IND,0.00471883,1,0
Encephalitis,IND,0.02128395,1,0
Falls,IND,0.00522849,1,0
Fires,IND,0.00083186,1,0
Hemorrhagic fever,IND,0.00021287,1,0
Malaria,IND,0.0193514,1,0
Measles,IND,0.04811865,1,0
Meningitis,IND,0.02230392,1,0
Other Cancers,IND,0.00925675,1,0
Other Cardiovascular Diseases,IND,0.02880322,1,0
Other Defined Causes of Child Deaths,IND,0.16615496,1,0
Other Digestive Diseases,IND,0.02715322,1,0
Other Infectious Diseases,IND,0.26048748,1,0
Pneumonia,IND,0.16686737,1,0
Poisonings,IND,0.0039741,1,0
Road Traffic,IND,0.0030691,1,0
Sepsis,IND,0.00121961,1,0
Violent Death,IND,0.00003509,1,0
AIDS,IND,0.01618351,1,1
Bite of Venomous Animal,IND,0.00008339,1,1
Diarrhea/Dysentery,IND,0.24625079,1,1
Drowning,IND,0.00330549,1,1
Encephalitis,IND,0.02379322,1,1
Falls,IND,0.00449287,1,1
Fires,IND,0.00060959,1,1
Hemorrhagic fever,IND,0.00058357,1,1
Malaria,IND,0.01198907,1,1
Measles,IND,0.0413858,1,1
Meningitis,IND,0.02493349,1,1
Other Cancers,IND,0.00547054,1,1
Other Cardiovascular Diseases,IND,0.0258109,1,1
Other Defined Causes of Child Deaths,IND,0.17701224,1,1
Other Digestive Diseases,IND,0.03163483,1,1
Other Infectious Diseases,IND,0.20988947,1,1
Pneumonia,IND,0.16958239,1,1
Poisonings,IND,0.00267953,1,1
Road Traffic,IND,0.00228727,1,1
Sepsis,IND,0.00198199,1,1
Violent Death,IND,0.00004006,1,1
AIDS,IND,0.01729144,10,0
Bite of Venomous Animal,IND,0.00045645,10,0
Diarrhea/Dysentery,IND,0.09986719,10,0
Drowning,IND,0.00462695,10,0
Encephalitis,IND,0.0311633,10,0
Falls,IND,0.01534517,10,0
Fires,IND,0.00083573,10,0
Hemorrhagic fever,IND,0.00015736,10,0
Malaria,IND,0.02670984,10,0
Measles,IND,0.00605467,10,0
Meningitis,IND,0.02501934,10,0
Other Cancers,IND,0.06198987,10,0
Other Cardiovascular Diseases,IND,0.07218611,10,0
Other Defined Causes of Child Deaths,IND,0.22760097,10,0
Other Digestive Diseases,IND,0.01749593,10,0
Other Infectious Diseases,IND,0.30679326,10,0
Pneumonia,IND,0.06779005,10,0
Poisonings,IND,0.00685202,10,0
Road Traffic,IND,0.01031598,10,0
Sepsis,IND,0.00131573,10,0
Violent Death,IND,0.00013263,10,0
AIDS,IND,0.01762499,10,1
Bite of Venomous Animal,IND,0.00024734,10,1
Diarrhea/Dysentery,IND,0.1289367,10,1
Drowning,IND,0.00290462,10,1
Encephalitis,IND,0.03004267,10,1
Falls,IND,0.00697193,10,1
Fires,IND,0.00171265,10,1
Hemorrhagic fever,IND,0.00025392,10,1
Malaria,IND,0.03034521,10,1
Measles,IND,0.00670853,10,1
Meningitis,IND,0.02411966,10,1
Other Cancers,IND,0.03451347,10,1
Other Cardiovascular Diseases,IND,0.07566554,10,1
Other Defined Causes of Child Deaths,IND,0.26013812,10,1
Other Digestive Diseases,IND,0.02652598,10,1
Other Infectious Diseases,IND,0.26052607,10,1
Pneumonia,IND,0.07674415,10,1
Poisonings,IND,0.00770085,10,1
Road Traffic,IND,0.00646954,10,1
Sepsis,IND,0.00174903,10,1
Violent Death,IND,0.000099,10,1
AIDS,IND,0.0032318,0,0
Bite of Venomous Animal,IND,0.00005765,0,0
Diarrhea/Dysentery,IND,0.23377722,0,0
Drowning,IND,0.00029812,0,0
Encephalitis,IND,0.01735294,0,0
Falls,IND,0.00375047,0,0
Fires,IND,0.00022785,0,0
Hemorrhagic fever,IND,0.00009436,0,0
Malaria,IND,0.00907762,0,0
Measles,IND,0.01462602,0,0
Meningitis,IND,0.01886189,0,0
Other Cancers,IND,0.00507796,0,0
Other Cardiovascular Diseases,IND,0.01913738,0,0
Other Defined Causes of Child Deaths,IND,0.23435501,0,0
Other Digestive Diseases,IND,0,0,0
Other Infectious Diseases,IND,0.22161012,0,0
Pneumonia,IND,0.21516298,0,0
Poisonings,IND,0.0009144,0,0
Road Traffic,IND,0.00060811,0,0
Sepsis,IND,0.00176623,0,0
Violent Death,IND,0.00001186,0,0
AIDS,IND,0.00299532,0,1
Bite of Venomous Animal,IND,0.00005459,0,1
Diarrhea/Dysentery,IND,0.25540564,0,1
Drowning,IND,0.00024648,0,1
Encephalitis,IND,0.0185648,0,1
Falls,IND,0.00190158,0,1
Fires,IND,0.00024652,0,1
Hemorrhagic fever,IND,0.00016919,0,1
Malaria,IND,0.00531105,0,1
Measles,IND,0.01223445,0,1
Meningitis,IND,0.02017911,0,1
Other Cancers,IND,0.00689062,0,1
Other Cardiovascular Diseases,IND,0.01939917,0,1
Other Defined Causes of Child Deaths,IND,0.22503534,0,1
Other Digestive Diseases,IND,0,0,1
Other Infectious Diseases,IND,0.22118281,0,1
Pneumonia,IND,0.20696099,0,1
Poisonings,IND,0.00078116,0,1
Road Traffic,IND,0.00055746,0,1
Sepsis,IND,0.00187057,0,1
Violent Death,IND,0.00001314,0,1
AIDS,IND,0.0134778,5,0
Bite of Venomous Animal,IND,0.00039973,5,0
Diarrhea/Dysentery,IND,0.16183236,5,0
Drowning,IND,0.00510292,5,0
Encephalitis,IND,0.03435881,5,0
Falls,IND,0.01196697,5,0
Fires,IND,0.00104958,5,0
Hemorrhagic fever,IND,0.00024277,5,0
Malaria,IND,0.03183621,5,0
Measles,IND,0.01656038,5,0
Meningitis,IND,0.03131523,5,0
Other Cancers,IND,0.05091749,5,0
Other Cardiovascular Diseases,IND,0.04226869,5,0
Other Defined Causes of Child Deaths,IND,0.16211386,5,0
Other Digestive Diseases,IND,0.0103829,5,0
Other Infectious Diseases,IND,0.33467921,5,0
Pneumonia,IND,0.07734479,5,0
Poisonings,IND,0.00482086,5,0
Road Traffic,IND,0.00824637,5,0
Sepsis,IND,0.00102643,5,0
Violent Death,IND,0.00005664,5,0
AIDS,IND,0.01412465,5,1
Bite of Venomous Animal,IND,0.00026774,5,1
Diarrhea/Dysentery,IND,0.19580662,5,1
Drowning,IND,0.00260629,5,1
Encephalitis,IND,0.04090345,5,1
Falls,IND,0.00761669,5,1
Fires,IND,0.00184174,5,1
Hemorrhagic fever,IND,0.00066079,5,1
Malaria,IND,0.03049959,5,1
Measles,IND,0.01821042,5,1
Meningitis,IND,0.03728006,5,1
Other Cancers,IND,0.03172052,5,1
Other Cardiovascular Diseases,IND,0.04443847,5,1
Other Defined Causes of Child Deaths,IND,0.18077258,5,1
Other Digestive Diseases,IND,0.01265329,5,1
Other Infectious Diseases,IND,0.29131638,5,1
Pneumonia,IND,0.07816736,5,1
Poisonings,IND,0.00510667,5,1
Road Traffic,IND,0.00489736,5,1
Sepsis,IND,0.00105006,5,1
Violent Death,IND,0.00005928,5,1
AIDS,IDN,0.01116621,1,0
Bite of Venomous Animal,IDN,7.51E-06,1,0
Diarrhea/Dysentery,IDN,0.23271489,1,0
Drowning,IDN,0.00198119,1,0
Encephalitis,IDN,0.00164534,1,0
Falls,IDN,0.00113131,1,0
Fires,IDN,0.0004412,1,0
Hemorrhagic fever,IDN,0.00370735,1,0
Malaria,IDN,0.07498668,1,0
Measles,IDN,0.01956439,1,0
Meningitis,IDN,0.01060136,1,0
Other Cancers,IDN,0.03741114,1,0
Other Cardiovascular Diseases,IDN,0.10627024,1,0
Other Defined Causes of Child Deaths,IDN,0.1160162,1,0
Other Digestive Diseases,IDN,0.00245061,1,0
Other Infectious Diseases,IDN,0.28146218,1,0
Pneumonia,IDN,0.08701293,1,0
Poisonings,IDN,0.00282496,1,0
Road Traffic,IDN,0.00637502,1,0
Sepsis,IDN,0.00220613,1,0
Violent Death,IDN,0.00002318,1,0
AIDS,IDN,0.01286097,1,1
Bite of Venomous Animal,IDN,4.52E-06,1,1
Diarrhea/Dysentery,IDN,0.30155337,1,1
Drowning,IDN,0.00109694,1,1
Encephalitis,IDN,0.00172231,1,1
Falls,IDN,0.00403934,1,1
Fires,IDN,0.00047626,1,1
Hemorrhagic fever,IDN,0.00644558,1,1
Malaria,IDN,0.02737663,1,1
Measles,IDN,0.02328867,1,1
Meningitis,IDN,0.01109728,1,1
Other Cancers,IDN,0.03780006,1,1
Other Cardiovascular Diseases,IDN,0.10326205,1,1
Other Defined Causes of Child Deaths,IDN,0.1044219,1,1
Other Digestive Diseases,IDN,0.00115377,1,1
Other Infectious Diseases,IDN,0.26322031,1,1
Pneumonia,IDN,0.09170941,1,1
Poisonings,IDN,0.00185983,1,1
Road Traffic,IDN,0.00388259,1,1
Sepsis,IDN,0.00269818,1,1
Violent Death,IDN,0.00003003,1,1
AIDS,IDN,0.00004604,10,0
Bite of Venomous Animal,IDN,0.00003798,10,0
Diarrhea/Dysentery,IDN,0.04952152,10,0
Drowning,IDN,0.00294846,10,0
Encephalitis,IDN,0.00122624,10,0
Falls,IDN,0.00203039,10,0
Fires,IDN,0.00028313,10,0
Hemorrhagic fever,IDN,0.0057094,10,0
Malaria,IDN,0.0797577,10,0
Measles,IDN,0.00304037,10,0
Meningitis,IDN,0.00575414,10,0
Other Cancers,IDN,0.10857111,10,0
Other Cardiovascular Diseases,IDN,0.1527679,10,0
Other Defined Causes of Child Deaths,IDN,0.1370743,10,0
Other Digestive Diseases,IDN,0.00233252,10,0
Other Infectious Diseases,IDN,0.40646582,10,0
Pneumonia,IDN,0.02340259,10,0
Poisonings,IDN,0.00315503,10,0
Road Traffic,IDN,0.01400147,10,0
Sepsis,IDN,0.00181203,10,0
Violent Death,IDN,0.00006187,10,0
AIDS,IDN,0.00005419,10,1
Bite of Venomous Animal,IDN,0.00001056,10,1
Diarrhea/Dysentery,IDN,0.08221036,10,1
Drowning,IDN,0.00162351,10,1
Encephalitis,IDN,0.00130746,10,1
Falls,IDN,0.0054716,10,1
Fires,IDN,0.00040751,10,1
Hemorrhagic fever,IDN,0.00440978,10,1
Malaria,IDN,0.04016795,10,1
Measles,IDN,0.00408321,10,1
Meningitis,IDN,0.00613561,10,1
Other Cancers,IDN,0.11893055,10,1
Other Cardiovascular Diseases,IDN,0.14922838,10,1
Other Defined Causes of Child Deaths,IDN,0.13304085,10,1
Other Digestive Diseases,IDN,0.00113184,10,1
Other Infectious Diseases,IDN,0.40359067,10,1
Pneumonia,IDN,0.0342225,10,1
Poisonings,IDN,0.00212775,10,1
Road Traffic,IDN,0.00978189,10,1
Sepsis,IDN,0.00201634,10,1
Violent Death,IDN,0.00004752,10,1
AIDS,IDN,0.00173366,0,0
Bite of Venomous Animal,IDN,8.42E-07,0,0
Diarrhea/Dysentery,IDN,0.34019291,0,0
Drowning,IDN,0.00006667,0,0
Encephalitis,IDN,0.0019823,0,0
Falls,IDN,0.00040921,0,0
Fires,IDN,0.00010913,0,0
Hemorrhagic fever,IDN,0.00141034,0,0
Malaria,IDN,0.03498484,0,0
Measles,IDN,0.00529589,0,0
Meningitis,IDN,0.01330428,0,0
Other Cancers,IDN,0.00466041,0,0
Other Cardiovascular Diseases,IDN,0.09575134,0,0
Other Defined Causes of Child Deaths,IDN,0.17189671,0,0
Other Digestive Diseases,IDN,0,0,0
Other Infectious Diseases,IDN,0.19041044,0,0
Pneumonia,IDN,0.13311686,0,0
Poisonings,IDN,0.00057967,0,0
Road Traffic,IDN,0.00048991,0,0
Sepsis,IDN,0.00359658,0,0
Violent Death,IDN,8.02E-06,0,0
AIDS,IDN,0.00205553,0,1
Bite of Venomous Animal,IDN,6.06E-07,0,1
Diarrhea/Dysentery,IDN,0.4166376,0,1
Drowning,IDN,0.00006503,0,1
Encephalitis,IDN,0.00207795,0,1
Falls,IDN,0.0008662,0,1
Fires,IDN,0.0001341,0,1
Hemorrhagic fever,IDN,0.0016857,0,1
Malaria,IDN,0.01398727,0,1
Measles,IDN,0.00590348,0,1
Meningitis,IDN,0.0139462,0,1
Other Cancers,IDN,0.0066603,0,1
Other Cardiovascular Diseases,IDN,0.0770492,0,1
Other Defined Causes of Child Deaths,IDN,0.14579776,0,1
Other Digestive Diseases,IDN,0,0,1
Other Infectious Diseases,IDN,0.18378312,0,1
Pneumonia,IDN,0.12494521,0,1
Poisonings,IDN,0.00027998,0,1
Road Traffic,IDN,0.00116417,0,1
Sepsis,IDN,0.00295277,0,1
Violent Death,IDN,7.83E-06,0,1
AIDS,IDN,0.00219602,5,0
Bite of Venomous Animal,IDN,0.00003527,5,0
Diarrhea/Dysentery,IDN,0.08228015,5,0
Drowning,IDN,0.00267692,5,0
Encephalitis,IDN,0.00116901,5,0
Falls,IDN,0.00151025,5,0
Fires,IDN,0.00029903,5,0
Hemorrhagic fever,IDN,0.00584839,5,0
Malaria,IDN,0.08964315,5,0
Measles,IDN,0.00860597,5,0
Meningitis,IDN,0.0064133,5,0
Other Cancers,IDN,0.08731574,5,0
Other Cardiovascular Diseases,IDN,0.11635634,5,0
Other Defined Causes of Child Deaths,IDN,0.10284921,5,0
Other Digestive Diseases,IDN,0.00213621,5,0
Other Infectious Diseases,IDN,0.4432412,5,0
Pneumonia,IDN,0.0311489,5,0
Poisonings,IDN,0.00216585,5,0
Road Traffic,IDN,0.01264928,5,0
Sepsis,IDN,0.001431,5,0
Violent Death,IDN,0.0000288,5,0
AIDS,IDN,0.0025856,5,1
Bite of Venomous Animal,IDN,0.00001226,5,1
Diarrhea/Dysentery,IDN,0.12806477,5,1
Drowning,IDN,0.00121271,5,1
Encephalitis,IDN,0.00156428,5,1
Falls,IDN,0.00488354,5,1
Fires,IDN,0.00046622,5,1
Hemorrhagic fever,IDN,0.00996471,5,1
Malaria,IDN,0.04825632,5,1
Measles,IDN,0.01111828,5,1
Meningitis,IDN,0.0085818,5,1
Other Cancers,IDN,0.09694579,5,1
Other Cardiovascular Diseases,IDN,0.12881406,5,1
Other Defined Causes of Child Deaths,IDN,0.09424322,5,1
Other Digestive Diseases,IDN,0.00123896,5,1
Other Infectious Diseases,IDN,0.41359502,5,1
Pneumonia,IDN,0.03781935,5,1
Poisonings,IDN,0.0013079,5,1
Road Traffic,IDN,0.0075872,5,1
Sepsis,IDN,0.00170373,5,1
Violent Death,IDN,0.00003426,5,1
AIDS,HUN,0.01509569,1,0
Bite of Venomous Animal,HUN,0.00004301,1,0
Diarrhea/Dysentery,HUN,0.00692995,1,0
Drowning,HUN,0.00489665,1,0
Encephalitis,HUN,0.00489439,1,0
Falls,HUN,0.00460596,1,0
Fires,HUN,0.00133013,1,0
Hemorrhagic fever,HUN,0.0020267,1,0
Malaria,HUN,0,1,0
Measles,HUN,0.00104392,1,0
Meningitis,HUN,0.02289014,1,0
Other Cancers,HUN,0.31486708,1,0
Other Cardiovascular Diseases,HUN,0.07560436,1,0
Other Defined Causes of Child Deaths,HUN,0.43310018,1,0
Other Digestive Diseases,HUN,0.01876888,1,0
Other Infectious Diseases,HUN,0.03364318,1,0
Pneumonia,HUN,0.04125754,1,0
Poisonings,HUN,0.00798846,1,0
Road Traffic,HUN,0.00965651,1,0
Sepsis,HUN,0.00100312,1,0
Violent Death,HUN,0.00035416,1,0
AIDS,HUN,0.01788715,1,1
Bite of Venomous Animal,HUN,0.00001862,1,1
Diarrhea/Dysentery,HUN,0.00812213,1,1
Drowning,HUN,0.00134498,1,1
Encephalitis,HUN,0.00295127,1,1
Falls,HUN,0.00350414,1,1
Fires,HUN,0.00107822,1,1
Hemorrhagic fever,HUN,0.00522838,1,1
Malaria,HUN,0,1,1
Measles,HUN,0.00101353,1,1
Meningitis,HUN,0.01380253,1,1
Other Cancers,HUN,0.3122926,1,1
Other Cardiovascular Diseases,HUN,0.09496851,1,1
Other Defined Causes of Child Deaths,HUN,0.430222,1,1
Other Digestive Diseases,HUN,0.01960212,1,1
Other Infectious Diseases,HUN,0.03619073,1,1
Pneumonia,HUN,0.03705261,1,1
Poisonings,HUN,0.00565261,1,1
Road Traffic,HUN,0.00767975,1,1
Sepsis,HUN,0.00110536,1,1
Violent Death,HUN,0.00028275,1,1
AIDS,HUN,0.00064125,10,0
Bite of Venomous Animal,HUN,0.00003859,10,0
Diarrhea/Dysentery,HUN,0.00240033,10,0
Drowning,HUN,0.00993998,10,0
Encephalitis,HUN,0.00144001,10,0
Falls,HUN,0.00495714,10,0
Fires,HUN,0.00026403,10,0
Hemorrhagic fever,HUN,0.00082623,10,0
Malaria,HUN,0,10,0
Measles,HUN,0.00055328,10,0
Meningitis,HUN,0.00351083,10,0
Other Cancers,HUN,0.37685627,10,0
Other Cardiovascular Diseases,HUN,0.11228217,10,0
Other Defined Causes of Child Deaths,HUN,0.39415173,10,0
Other Digestive Diseases,HUN,0.01268865,10,0
Other Infectious Diseases,HUN,0.01997204,10,0
Pneumonia,HUN,0.0224118,10,0
Poisonings,HUN,0.01068571,10,0
Road Traffic,HUN,0.02535775,10,0
Sepsis,HUN,0.00082212,10,0
Violent Death,HUN,0.00020007,10,0
AIDS,HUN,0.00095512,10,1
Bite of Venomous Animal,HUN,0.00004891,10,1
Diarrhea/Dysentery,HUN,0.00280002,10,1
Drowning,HUN,0.00490383,10,1
Encephalitis,HUN,0.00177746,10,1
Falls,HUN,0.00392982,10,1
Fires,HUN,0.0001992,10,1
Hemorrhagic fever,HUN,0.002539,10,1
Malaria,HUN,0,10,1
Measles,HUN,0.00078344,10,1
Meningitis,HUN,0.00433362,10,1
Other Cancers,HUN,0.41798572,10,1
Other Cardiovascular Diseases,HUN,0.09750145,10,1
Other Defined Causes of Child Deaths,HUN,0.37452339,10,1
Other Digestive Diseases,HUN,0.01404187,10,1
Other Infectious Diseases,HUN,0.02342016,10,1
Pneumonia,HUN,0.02302299,10,1
Poisonings,HUN,0.00602659,10,1
Road Traffic,HUN,0.01891816,10,1
Sepsis,HUN,0.00202455,10,1
Violent Death,HUN,0.00026472,10,1
AIDS,HUN,0.00164849,0,0
Bite of Venomous Animal,HUN,0.00001419,0,0
Diarrhea/Dysentery,HUN,0.00654438,0,0
Drowning,HUN,0.00010143,0,0
Encephalitis,HUN,0.00315138,0,0
Falls,HUN,0.00111679,0,0
Fires,HUN,0.00010176,0,0
Hemorrhagic fever,HUN,0.00060707,0,0
Malaria,HUN,0,0,0
Measles,HUN,0.00047309,0,0
Meningitis,HUN,0.01603476,0,0
Other Cancers,HUN,0.02328879,0,0
Other Cardiovascular Diseases,HUN,0.01434544,0,0
Other Defined Causes of Child Deaths,HUN,0.82396417,0,0
Other Digestive Diseases,HUN,0,0,0
Other Infectious Diseases,HUN,0.03064576,0,0
Pneumonia,HUN,0.07553118,0,0
Poisonings,HUN,0.00079481,0,0
Road Traffic,HUN,0.00061218,0,0
Sepsis,HUN,0.00093481,0,0
Violent Death,HUN,0.00008953,0,0
AIDS,HUN,0.00204055,0,1
Bite of Venomous Animal,HUN,6.46E-06,0,1
Diarrhea/Dysentery,HUN,0.00888349,0,1
Drowning,HUN,0.00003466,0,1
Encephalitis,HUN,0.00269734,0,1
Falls,HUN,0.00083935,0,1
Fires,HUN,0.00009324,0,1
Hemorrhagic fever,HUN,0.00162006,0,1
Malaria,HUN,0,0,1
Measles,HUN,0.00032952,0,1
Meningitis,HUN,0.01372491,0,1
Other Cancers,HUN,0.02706989,0,1
Other Cardiovascular Diseases,HUN,0.02276491,0,1
Other Defined Causes of Child Deaths,HUN,0.81672667,0,1
Other Digestive Diseases,HUN,0,0,1
Other Infectious Diseases,HUN,0.03600169,0,1
Pneumonia,HUN,0.06460631,0,1
Poisonings,HUN,0.00055961,0,1
Road Traffic,HUN,0.00063303,0,1
Sepsis,HUN,0.00129214,0,1
Violent Death,HUN,0.00007615,0,1
AIDS,HUN,0.00256595,5,0
Bite of Venomous Animal,HUN,0.00006029,5,0
Diarrhea/Dysentery,HUN,0.00270902,5,0
Drowning,HUN,0.00617527,5,0
Encephalitis,HUN,0.00132875,5,0
Falls,HUN,0.00369794,5,0
Fires,HUN,0.00037426,5,0
Hemorrhagic fever,HUN,0.00191537,5,0
Malaria,HUN,0,5,0
Measles,HUN,0.00084656,5,0
Meningitis,HUN,0.00446063,5,0
Other Cancers,HUN,0.51788497,5,0
Other Cardiovascular Diseases,HUN,0.05058473,5,0
Other Defined Causes of Child Deaths,HUN,0.32677646,5,0
Other Digestive Diseases,HUN,0.01120601,5,0
Other Infectious Diseases,HUN,0.02333631,5,0
Pneumonia,HUN,0.01715171,5,0
Poisonings,HUN,0.00476429,5,0
Road Traffic,HUN,0.02260415,5,0
Sepsis,HUN,0.00133669,5,0
Violent Death,HUN,0.00022063,5,0
AIDS,HUN,0.00305085,5,1
Bite of Venomous Animal,HUN,0.00002185,5,1
Diarrhea/Dysentery,HUN,0.00338007,5,1
Drowning,HUN,0.00184083,5,1
Encephalitis,HUN,0.00178408,5,1
Falls,HUN,0.00236055,5,1
Fires,HUN,0.00030489,5,1
Hemorrhagic fever,HUN,0.00519255,5,1
Malaria,HUN,0,5,1
Measles,HUN,0.00107994,5,1
Meningitis,HUN,0.00598907,5,1
Other Cancers,HUN,0.5153426,5,1
Other Cardiovascular Diseases,HUN,0.0623283,5,1
Other Defined Causes of Child Deaths,HUN,0.32381809,5,1
Other Digestive Diseases,HUN,0.00945953,5,1
Other Infectious Diseases,HUN,0.02323597,5,1
Pneumonia,HUN,0.0179977,5,1
Poisonings,HUN,0.00440339,5,1
Road Traffic,HUN,0.01669504,5,1
Sepsis,HUN,0.00145236,5,1
Violent Death,HUN,0.00026231,5,1
AIDS,HTI,0.0102837,1,0
Bite of Venomous Animal,HTI,0.00001384,1,0
Diarrhea/Dysentery,HTI,0.09463021,1,0
Drowning,HTI,0.00019193,1,0
Encephalitis,HTI,0.00082021,1,0
Falls,HTI,0.00055391,1,0
Fires,HTI,0.0006145,1,0
Hemorrhagic fever,HTI,0.00108306,1,0
Malaria,HTI,0.01147127,1,0
